fold,type,rank,song_name,time_range,loss,acc,f1_macro
fold3_0314_181717,lowest,1,76bbf82f-05-김소희-춘향가_기생점고_대목_vocal.mid,0-30s,0.000612,1.0,0.25
fold3_0314_181717,lowest,2,237b8ba9-10-김소희-춘향가_이도령_춘향집_찾아가는_대목_vocal.mid,240-270s,0.000927,1.0,0.25
fold3_0314_181717,lowest,3,abd9258f-02-안숙선-적벽가_장비_나오는_데_vocal.mid,210-240s,0.001195,1.0,0.25
fold3_0314_181717,lowest,4,0d1cf4ac-오케-심청전23_vocal.mid,0-30s,0.001468,1.0,0.25
fold3_0314_181717,lowest,5,31972604-02-안숙선-적벽가_동남풍_비는_데_vocal.mid,0-30s,0.00166,1.0,0.25
fold3_0314_181717,lowest,6,b4fd8be6-03-김소희-춘향가_춘향이_상사의_정2_vocal.mid,90-120s,0.001706,1.0,0.25
fold3_0314_181717,lowest,7,be7debf2-02-안숙선-적벽가_삼고초려_당당한_유현주_vocal.mid,0-30s,0.002087,1.0,0.25
fold3_0314_181717,lowest,8,5f13bd9d-07-02_심청가_--_장승상댁-02_vocal.mid,0-30s,0.002181,1.0,0.25
fold3_0314_181717,lowest,9,ad1a7c0c-01-조상현-춘향가_춘향모_술잔_받어들고아니리_vocal.mid,1260-1290s,0.00231,1.0,0.25
fold3_0314_181717,lowest,10,a35f585a-03-박초월-수궁가_토끼_용왕_속이는_대목_vocal.mid,30-60s,0.002358,1.0,0.25
fold4_0314_181717,highest,1,7b226c38-01-조상현-춘향가_한_모롱이를_돌아드니아니리_vocal.mid,930-960s,23.065697,0.0,0.0
fold4_0314_181717,highest,2,81d27d3f-04-심청가_심봉사_곽씨부인의_죽음을_알고_실성_하는데곽씨부인_상여나가는데_vocal.mid,330-360s,16.496172,0.0,0.0
fold4_0314_181717,highest,3,bd73d68f-05-이일주-심청가_곽씨_장례_vocal.mid,480-510s,14.142262,0.0,0.0
fold4_0314_181717,highest,4,c235c995-05-이일주-심청가_심청_하직_vocal.mid,690-720s,8.346906,0.053512,0.030075
fold4_0314_181717,highest,5,c277f033-04-김연수-적벽가_조조가_장빙에게_쫓겨_도망가는_데_vocal.mid,240-270s,7.672024,0.371622,0.22449
fold4_0314_181717,highest,6,bd73d68f-05-이일주-심청가_곽씨_장례_vocal.mid,30-60s,7.199024,0.25,0.140684
fold4_0314_181717,highest,7,81d27d3f-04-심청가_심봉사_곽씨부인의_죽음을_알고_실성_하는데곽씨부인_상여나가는데_vocal.mid,360-390s,5.290537,0.0,0.0
fold4_0314_181717,highest,8,c235c995-05-이일주-심청가_심청_하직_vocal.mid,780-810s,5.251645,0.296667,0.125
fold4_0314_181717,highest,9,aa05b4c6-05-이일주-흥보가_쌀과_돈이_많이_나옴_vocal.mid,360-390s,4.779637,0.020202,0.02069
fold4_0314_181717,highest,10,7ee26569-01-이일주-심청가_장승상댁_vocal.mid,180-210s,4.705893,0.379195,0.13747
fold4_0314_181717,lowest,1,1c617b0e-09-김소희-춘향가_천자_뒷풀이_대목_vocal.mid,330-360s,0.000565,1.0,0.25
fold4_0314_181717,lowest,2,ad739943-06-이일주-심청가_장승상댁_하직_vocal.mid,0-30s,0.000648,1.0,0.25
fold4_0314_181717,lowest,3,7b226c38-01-조상현-춘향가_한_모롱이를_돌아드니아니리_vocal.mid,870-900s,0.000668,1.0,0.25
fold4_0314_181717,lowest,4,f171a511-10-안숙선-적벽가_군사서름_자식_생각_vocal.mid,270-300s,0.000687,1.0,0.25
fold4_0314_181717,lowest,5,e15ba17a-01-김소희-춘향가_어사또_방자_만나는_대목_vocal.mid,420-450s,0.001012,1.0,0.25
fold4_0314_181717,lowest,6,e15ba17a-01-김소희-춘향가_어사또_방자_만나는_대목_vocal.mid,330-360s,0.001032,1.0,0.25
fold4_0314_181717,lowest,7,c235c995-05-이일주-심청가_심청_하직_vocal.mid,150-180s,0.001048,1.0,0.25
fold4_0314_181717,lowest,8,7b226c38-01-조상현-춘향가_한_모롱이를_돌아드니아니리_vocal.mid,840-870s,0.001091,1.0,0.25
fold4_0314_181717,lowest,9,81d27d3f-04-심청가_심봉사_곽씨부인의_죽음을_알고_실성_하는데곽씨부인_상여나가는데_vocal.mid,630-660s,0.001103,1.0,0.25
fold4_0314_181717,lowest,10,bd73d68f-05-이일주-심청가_곽씨_장례_vocal.mid,360-390s,0.001106,1.0,0.25
fold5_0314_181717,highest,1,0c1d4d7b-07-광한루_풍경VII-사랑가II_vocal.mid,0-30s,10.638222,0.0,0.0
fold5_0314_181717,highest,2,0c1d4d7b-07-광한루_풍경VII-사랑가II_vocal.mid,150-180s,9.041874,0.0,0.0
fold5_0314_181717,highest,3,0c1d4d7b-07-광한루_풍경VII-사랑가II_vocal.mid,180-210s,4.986792,0.0,0.0
fold5_0314_181717,highest,4,f48ae914-오케-심청전08_vocal.mid,210-240s,3.769997,0.0,0.0
fold5_0314_181717,highest,5,fd982f8c-02-오정숙-심청가_장승상댁_vocal.mid,330-360s,3.654338,0.0,0.0
fold5_0314_181717,highest,6,e40c8b74-09-01_심청가_--_심청_부친_위로-01_vocal.mid,0-30s,3.622783,0.282313,0.209978
fold5_0314_181717,highest,7,0c1d4d7b-07-광한루_풍경VII-사랑가II_vocal.mid,60-90s,3.58653,0.0,0.0
fold5_0314_181717,highest,8,ec358224-04-이일주-흥보가_첫째_박을_탐_vocal.mid,30-60s,3.541327,0.0,0.0
fold5_0314_181717,highest,9,0aae76a0-04-심청가_심청_공양미_삼백석에_몸을_팔고_행선을_준비하는데_vocal.mid,990-1020s,3.44051,0.512821,0.203488
fold5_0314_181717,highest,10,7c256371-01-박록주-진국명산_vocal.mid,0-30s,3.06189,0.0,0.0
fold5_0314_181717,lowest,1,6b772d57-09-김소희-춘향가_어사_시치미_떼는_대목_vocal.mid,30-60s,0.000363,1.0,0.25
fold5_0314_181717,lowest,2,611863ea-01-김소희-춘향가_이도령_춘향모에게_허락받는_대목_vocal.mid,60-90s,0.000364,1.0,0.25
fold5_0314_181717,lowest,3,d3999012-오케-심청전14_vocal.mid,30-60s,0.000371,1.0,0.25
fold5_0314_181717,lowest,4,7c136f55-06-박록주-흥보가_흥보가_놀보에게_곡식을_얻으러_갔다가_귀가_vocal.mid,90-120s,0.000443,1.0,0.25
fold5_0314_181717,lowest,5,e08e1f1e-04-김일구-적벽가_공명이_여러_장군을_배치_하는데_vocal.mid,330-360s,0.000534,1.0,0.25
fold5_0314_181717,lowest,6,0aae76a0-04-심청가_심청_공양미_삼백석에_몸을_팔고_행선을_준비하는데_vocal.mid,300-330s,0.000541,1.0,0.25
fold5_0314_181717,lowest,7,d3999012-오케-심청전14_vocal.mid,60-90s,0.000545,1.0,0.25
fold5_0314_181717,lowest,8,6b772d57-09-김소희-춘향가_어사_시치미_떼는_대목_vocal.mid,0-30s,0.00057,1.0,0.25
fold5_0314_181717,lowest,9,7c136f55-06-박록주-흥보가_흥보가_놀보에게_곡식을_얻으러_갔다가_귀가_vocal.mid,660-690s,0.000589,1.0,0.25
fold5_0314_181717,lowest,10,d3999012-오케-심청전14_vocal.mid,90-120s,0.00059,1.0,0.25
fold6_0314_181717,highest,1,c53ef1d6-03-남해성-수궁가_토끼_화상을_그리는_대목주부_모친이_별주부_세상_나가는_것을_말리는_대목_vocal.mid,600-630s,13.285796,0.360269,0.132426
fold6_0314_181717,highest,2,cceb3afa-03-김일구-적벽가_삼고초려_찾아_가는데_vocal.mid,240-270s,11.514238,0.0,0.0
fold6_0314_181717,highest,3,c95977dc-01-성창순-심청가눈뜨는_대목_vocal.mid,330-360s,8.287645,0.441379,0.348694
fold6_0314_181717,highest,4,c95977dc-01-성창순-심청가눈뜨는_대목_vocal.mid,90-120s,7.690516,0.64527,0.25
fold6_0314_181717,highest,5,cceb3afa-03-김일구-적벽가_삼고초려_찾아_가는데_vocal.mid,210-240s,7.58306,0.084746,0.070225
fold6_0314_181717,highest,6,c95977dc-01-성창순-심청가눈뜨는_대목_vocal.mid,30-60s,7.154716,0.043478,0.216667
fold6_0314_181717,highest,7,c3c28013-06-이일주-심청가_안씨_맹인_vocal.mid,330-360s,5.348324,0.661074,0.19899
fold6_0314_181717,highest,8,3d2b492b-오케-심청전15_vocal.mid,30-60s,5.154801,0.080537,0.037267
fold6_0314_181717,highest,9,51a3f11f-01-조상현-춘향가_초경이경삼사오경이진양_vocal.mid,930-960s,4.893246,0.327526,0.244792
fold6_0314_181717,highest,10,c3c28013-06-이일주-심청가_안씨_맹인_vocal.mid,120-150s,4.503829,0.493333,0.20904
fold6_0314_181717,lowest,1,d19e5ebb-08-김소희-춘향가_춘향모_어사모습_보고_자탄하는_대목_vocal.mid,120-150s,4.4e-05,1.0,0.25
fold6_0314_181717,lowest,2,bec4d5dd-06-박록주-흥보가_화초장타령_vocal.mid,180-210s,0.000206,1.0,0.25
fold6_0314_181717,lowest,3,99755284-06-김소희-춘향가_옥중가_대목_vocal.mid,480-510s,0.00021,1.0,0.25
fold6_0314_181717,lowest,4,c2936a64-06-김소희-춘향가_어사_춘향집_당도한_대목_vocal.mid,180-210s,0.00021,1.0,0.25
fold6_0314_181717,lowest,5,e719dced-01-박동진-수궁가_vocal.mid,390-420s,0.000226,1.0,0.25
fold6_0314_181717,lowest,6,570a5db1-02-남해성-수궁가_왕이_탄식하는_대목수국신화와_별주부가_들어오는_대목_vocal.mid,210-240s,0.000234,1.0,0.25
fold6_0314_181717,lowest,7,36953a13-06-안숙선-적벽가_자룡_아두_구하는_데_vocal.mid,150-180s,0.000237,1.0,0.25
fold6_0314_181717,lowest,8,865e12f9-07-김소희-춘향가_이도령과_춘향_훗날_기약하는_대목_vocal.mid,240-270s,0.000242,1.0,0.25
fold6_0314_181717,lowest,9,cb7c7375-02-안숙선-적벽가_삼고초려_당당한_유현주_vocal.mid,60-90s,0.000338,1.0,0.25
fold6_0314_181717,lowest,10,fbdbc1dc-06-김소희_외-흥보가_도승이_집터_잡아주는데흥보제비_강남으로_가는데_vocal.mid,480-510s,0.000426,1.0,0.25
fold7_0314_204002,highest,1,acc34ab4-06-김소희-춘향가_어사_춘향이_얼러보는_대목_vocal.mid,210-240s,6.079354,0.536667,0.17462
fold7_0314_204002,highest,2,970644ca-06-박초월-수궁가_토끼_별주부에게_욕하는데_vocal.mid,30-60s,5.034731,0.0,0.0
fold7_0314_204002,highest,3,48e0d92c-08-이일주-흥보가_흥보_놀보에게_얻어_맞음_vocal.mid,180-210s,4.95775,0.0,0.0
fold7_0314_204002,highest,4,0e23e10c-오케-심청전30_vocal.mid,120-150s,4.772655,0.337838,0.180447
fold7_0314_204002,highest,5,0e23e10c-오케-심청전30_vocal.mid,150-180s,4.401238,0.318792,0.125995
fold7_0314_204002,highest,6,ff2f07d4-04-성우향-춘향가_박석티_vocal.mid,240-270s,4.251666,0.0,0.0
fold7_0314_204002,highest,7,32925cd9-21-02_심청가_--_심청_맹인잔치_진언-02_vocal.mid,120-150s,4.151094,0.0,0.0
fold7_0314_204002,highest,8,32925cd9-21-02_심청가_--_심청_맹인잔치_진언-02_vocal.mid,150-180s,4.028683,0.466216,0.158986
fold7_0314_204002,highest,9,83b308de-01-조상현-춘향가_그때으_춘향이가아니리_vocal.mid,1290-1320s,3.949277,0.0,0.0
fold7_0314_204002,highest,10,bdf0e6dd-02-01_심청가_--_심청_출산-01_vocal.mid,0-30s,3.762021,0.690236,0.204183
fold7_0314_204002,lowest,1,dd9f630b-01-김소희-춘향가_신관사또_수작대목_vocal.mid,90-120s,2e-05,1.0,0.25
fold7_0314_204002,lowest,2,83b308de-01-조상현-춘향가_그때으_춘향이가아니리_vocal.mid,360-390s,3e-05,1.0,0.25
fold7_0314_204002,lowest,3,92bfe7ae-04-김소희-춘향가_남원_기생들_vocal.mid,60-90s,3.8e-05,1.0,0.25
fold7_0314_204002,lowest,4,093aaab5-01-이일주-심청가_심봉사_탄식_vocal.mid,120-150s,5.1e-05,1.0,0.25
fold7_0314_204002,lowest,5,db06fc71-오케-심청전04_vocal.mid,60-90s,5.5e-05,1.0,0.25
fold7_0314_204002,lowest,6,48e0d92c-08-이일주-흥보가_흥보_놀보에게_얻어_맞음_vocal.mid,540-570s,0.000103,1.0,0.25
fold7_0314_204002,lowest,7,f99bf5e1-16_심청가_--_타루비_vocal.mid,240-270s,0.000117,1.0,0.25
fold7_0314_204002,lowest,8,ede43ba5-11-안숙선-적벽가_군사서름_아내_생각_vocal.mid,270-300s,0.000122,1.0,0.25
fold7_0314_204002,lowest,9,92bfe7ae-04-김소희-춘향가_남원_기생들_vocal.mid,120-150s,0.000157,1.0,0.25
fold7_0314_204002,lowest,10,48e0d92c-08-이일주-흥보가_흥보_놀보에게_얻어_맞음_vocal.mid,270-300s,0.000169,1.0,0.25
fold8_0314_210750,highest,1,e353ec67-02-이일주-흥보가_놀보_심술_vocal.mid,210-240s,13.575438,0.163265,0.070175
fold8_0314_210750,highest,2,2cf5b6df-02-조상현-춘향가_여보장모염려마오잦은_중몰이_vocal.mid,300-330s,12.390365,0.159322,0.188
fold8_0314_210750,highest,3,3b9f7ff1-오케-심청전10_vocal.mid,90-120s,10.417825,0.262626,0.116766
fold8_0314_210750,highest,4,3b9f7ff1-오케-심청전10_vocal.mid,60-90s,8.535557,0.0,0.0
fold8_0314_210750,highest,5,2cf5b6df-02-조상현-춘향가_여보장모염려마오잦은_중몰이_vocal.mid,270-300s,7.77885,0.030612,0.052941
fold8_0314_210750,highest,6,3a220190-05-김연수-적벽가_장승타령_vocal.mid,180-210s,6.494071,0.550676,0.17756
fold8_0314_210750,highest,7,7f60dd26-오케-심청전24_vocal.mid,0-30s,5.396507,0.0,0.0
fold8_0314_210750,highest,8,e491adab-09-안숙선-적벽가_군사서름_고당상_vocal.mid,150-180s,4.94843,0.616949,0.428117
fold8_0314_210750,highest,9,2e8fa655-07-박초월-수궁가_날짐승_상좌_다툼_대목_vocal.mid,240-270s,4.217346,0.0,0.0
fold8_0314_210750,highest,10,7f60dd26-오케-심청전24_vocal.mid,180-210s,4.165054,0.422297,0.252498
fold8_0314_210750,lowest,1,e491adab-09-안숙선-적벽가_군사서름_고당상_vocal.mid,210-240s,8.9e-05,1.0,0.25
fold8_0314_210750,lowest,2,43d270e7-04-01_심청가_--_곽씨_장사-01_vocal.mid,90-120s,0.000172,1.0,0.25
fold8_0314_210750,lowest,3,e353ec67-02-이일주-흥보가_놀보_심술_vocal.mid,30-60s,0.000218,1.0,0.25
fold8_0314_210750,lowest,4,13340031-16-신금홍-심청_선인_따라가는_데_vocal.mid,150-180s,0.000257,1.0,0.25
fold8_0314_210750,lowest,5,e353ec67-02-이일주-흥보가_놀보_심술_vocal.mid,0-30s,0.000366,1.0,0.25
fold8_0314_210750,lowest,6,1f44fa97-05-김일구-적벽가_공명오나라로_들어가는데_vocal.mid,180-210s,0.000449,1.0,0.25
fold8_0314_210750,lowest,7,e491adab-09-안숙선-적벽가_군사서름_고당상_vocal.mid,420-450s,0.000499,1.0,0.25
fold8_0314_210750,lowest,8,d63cf6f4-05-김일구-적벽가_관우_매복하다_조조_공격하는데_vocal.mid,150-180s,0.000545,1.0,0.25
fold8_0314_210750,lowest,9,473a1dff-03-심청가_심청의_탄생과_곽씨부인의_죽음_vocal.mid,300-330s,0.000551,1.0,0.25
fold8_0314_210750,lowest,10,1f44fa97-05-김일구-적벽가_공명오나라로_들어가는데_vocal.mid,480-510s,0.000562,1.0,0.25
fold9_0314_212839,highest,1,a22f10d6-09-안향련-심청가_심봉사_눈_뜨는_대목_중중머리어전사령이_나온다창조이때_심황후진양이_잔치를_배설키는_vocal.mid,30-60s,10.242162,0.227425,0.092643
fold9_0314_212839,highest,2,5feaa03d-08-박록주-흥보가_놀보의_첫번째_박에서_남사당패가_나오는_데_vocal.mid,390-420s,9.423091,0.0,0.0
fold9_0314_212839,highest,3,bf473f38-02-광한루_풍경II_vocal.mid,0-30s,5.689779,0.192568,0.080737
fold9_0314_212839,highest,4,bbc3431c-04-남해성-수궁가_용왕이_토끼를_위해_연희를_베푸는_대목별주부가_용왕에게_토끼의_거짓됨을_고하는_대목_vocal.mid,0-30s,4.643375,0.110738,0.056122
fold9_0314_212839,highest,5,5feaa03d-08-박록주-흥보가_놀보의_첫번째_박에서_남사당패가_나오는_데_vocal.mid,300-330s,4.095023,0.0,0.0
fold9_0314_212839,highest,6,f9dd48cf-05-성우향-춘향가_춘향_모친_후원에_단을_묻고_비는_데어사와_장모_vocal.mid,660-690s,3.632491,0.0,0.0
fold9_0314_212839,highest,7,039d6b6e-02-03_심청가_--_심청_출산-03_vocal.mid,60-90s,3.392073,0.120401,0.053731
fold9_0314_212839,highest,8,cdff4356-09-이일주-흥보가_흥보_살릴_중이_내려옴_vocal.mid,330-360s,3.275688,0.282313,0.231844
fold9_0314_212839,highest,9,bf473f38-02-광한루_풍경II_vocal.mid,120-150s,2.82443,0.661654,0.210024
fold9_0314_212839,highest,10,2be7125d-04-이일주-심청가_선인들께_몸을_팖_vocal.mid,390-420s,2.788708,0.292035,0.186441
fold9_0314_212839,lowest,1,205b295e-02-심청가_초입심봉사와_곽씨부인_태몽꾸는데_vocal.mid,0-30s,0.000782,1.0,0.25
fold9_0314_212839,lowest,2,cfb6fa75-09-02_심청가_--_심청_부친_위로-02_vocal.mid,90-120s,0.001317,1.0,0.25
fold9_0314_212839,lowest,3,517444dd-02-김소희-춘향가_춘향이_상사의_정1_vocal.mid,480-510s,0.001994,1.0,0.25
fold9_0314_212839,lowest,4,e64a9ed2-07-김소희-춘향가_군로사령들_수작하는_대목_vocal.mid,210-240s,0.002299,1.0,0.25
fold9_0314_212839,lowest,5,4ec55839-11-김소희-춘향가_춘향이_출생내력_대목_vocal.mid,0-30s,0.003194,1.0,0.25
fold9_0314_212839,lowest,6,3c7f503a-03-김일구-적벽가_꿈속에서_장승_억울함_호소하는데_vocal.mid,300-330s,0.003415,1.0,0.25
